Authors	records	% of 55042
HAMILTON R	96	0.174
HORWITZ N	96	0.174
ITO AS	96	0.174
KOHLI JM	96	0.174
LIMA JGR	96	0.174
LIPTON R	96	0.174
LONDON GW	96	0.174
MACIEL AKA	96	0.174
MATTISON TS	96	0.174
MEYER WT	96	0.174
MORANDIN M	96	0.174
OSHIMA N	96	0.174
PIREDDA G	96	0.174
PROSPER HB	96	0.174
SALNIKOV AA	96	0.174
SCHUBERT KR	96	0.174
SEREDNYAKOV SI	96	0.174
STROILI R	96	0.174
TAKASHIMA R	96	0.174
TOKI WH	96	0.174
VERKERKE W	96	0.174
VOCI C	96	0.174
WALDI R	96	0.174
WARCHOL J	96	0.174
WHITE A	96	0.174
WILSON FF	96	0.174
ZITO M	96	0.174
ACHARYA BS	95	0.173
ADAMS M	95	0.173
ADYE T	95	0.173
ALBERT J	95	0.173
ALLISON J	95	0.173
ANGELINI C	95	0.173
ANULLI F	95	0.173
ARISAWA T	95	0.173
AUBERT B	95	0.173
BARLOW NR	95	0.173
BARLOW RJ	95	0.173
BARTOLDUS R	95	0.173
BATIGNANI G	95	0.173
BENAYOUN M	95	0.173
BETTARINI S	95	0.173
BHATNAGAR V	95	0.173
BLAZEY G	95	0.173
BLINOV VE	95	0.173
BONA M	95	0.173
BONDIOLI M	95	0.173
BOUTIGNY D	95	0.173
BOWERMAN DA	95	0.173
BOZZI C	95	0.173
BRANDT T	95	0.173
BREON AB	95	0.173
BRIAND H	95	0.173
BROSE J	95	0.173
CALDERINI G	95	0.173
CARTARO C	95	0.173
CAVOTO G	95	0.173
CHARLES E	95	0.173
CHEVALIER N	95	0.173
CLARK PJ	95	0.173
CONTRI R	95	0.173
COWAN G	95	0.173
CREMALDI L	95	0.173
DAHMES B	95	0.173
DAUNCEY PD	95	0.173
DAVID P	95	0.173
DAVIS CL	95	0.173
DE K	95	0.173
DEL RE D	95	0.173
DELLORSO M	95	0.173
DENISOV D	95	0.173
DICKOPP M	95	0.173
DITTONGO S	95	0.173
DORFAN J	95	0.173
DUBITZKY RS	95	0.173
DVORETSKII A	95	0.173
EDMUNDS D	95	0.173
EGEDE U	95	0.173
ELLISON J	95	0.173
ELVIRA VD	95	0.173
EMERY S	95	0.173
FABOZZI F	95	0.173
FACCINI R	95	0.173
FLOOD KT	95	0.173
FORTNER M	95	0.173
FRY JR	95	0.173
GABATHULER E	95	0.173
GAIDOT A	95	0.173
GALEAZZI F	95	0.173
GAMBA D	95	0.173
GAMET R	95	0.173
GENSER K	95	0.173
GERBER CE	95	0.173
GILL MS	95	0.173
GIORGI MA	95	0.173
GOWDY SJ	95	0.173
GREEN MG	95	0.173
GROYSMAN Y	95	0.173
GRUNENDAHL S	95	0.173
GUO QH	95	0.173
HALL RE	95	0.173
HAMON O	95	0.173
HARRISON PF	95	0.173
HARRISON TJ	95	0.173
HIROSKY R	95	0.173
JAYATILLEKE S	95	0.173
KADYK J	95	0.173
KAHN S	95	0.173
KARYOTAKIS Y	95	0.173
KIRKBY D	95	0.173
KITAYAMA I	95	0.173
KOCIAN ML	95	0.173
KOFLER R	95	0.173
KOTCHER J	95	0.173
KRAVCHENKO EA	95	0.173
KROEGER R	95	0.173
LANCERI L	95	0.173
LANGENEGGER U	95	0.173
LATINO G	95	0.173
LEES JP	95	0.173
LERUSTE P	95	0.173
LEWANDOWSKI B	95	0.173
LINN SL	95	0.173
LISTA L	95	0.173
LU C	95	0.173
LUEKING L	95	0.173
LUSIANI A	95	0.173
LUTZ AM	95	0.173
LYNCH G	95	0.173
MARTINEZ-VIDAL F	95	0.173
MAZZONI MA	95	0.173
MIETTINEN H	95	0.173
MONDAL NK	95	0.173
MONGE MR	95	0.173
MORGANTI S	95	0.173
MULLER DR	95	0.173
NASH JA	95	0.173
NEAL HA	95	0.173
NERI N	95	0.173
O'GRADY CP	95	0.173
OGURI V	95	0.173
OLIVAS A	95	0.173
PALANO A	95	0.173
PAOLONI E	95	0.173
PAOLUCCI P	95	0.173
PARK S	95	0.173
PASSAGGIO S	95	0.173
PATTERI P	95	0.173
PAYNE DJ	95	0.173
PERUZZI IM	95	0.173
PICCOLO D	95	0.173
PLASZCZYNSKI S	95	0.173
POMPILI A	95	0.173
RAHATLOU S	95	0.173
RAMA M	95	0.173
RAVEN G	95	0.173
RIJSSENBEEK M	95	0.173
RIZZO G	95	0.173
ROAT C	95	0.173
ROBERTSON SH	95	0.173
RONEY JM	95	0.173
ROOS L	95	0.173
ROTONDO M	95	0.173
RUCHTI R	95	0.173
SAWYER L	95	0.173
SCHUNE MH	95	0.173
SCHWIERZ R	95	0.173
SCIACCA C	95	0.173
SCIOLLA G	95	0.173
SEMERIA F	95	0.173
SIMI G	95	0.173
SIMONETTO F	95	0.173
SNOW GR	95	0.173
SOSEBEE M	95	0.173
SPANIER SM	95	0.173
STEINKE M	95	0.173
STELZER J	95	0.173
STUGU B	95	0.173
TAYLOR F	95	0.173
TELNOV AV	95	0.173
THIEBAUX C	95	0.173
TOURAMANIS C	95	0.173
VARELAS N	95	0.173
VERDERI M	95	0.173
VOENA C	95	0.173
VON WIMMERSPERG-TOELLER JH	95	0.173
WAHL HD	95	0.173
WATSON AT	95	0.173
WEINSTEIN AJR	95	0.173
WILDEN L	95	0.173
WOMERSLEY J	95	0.173
WRIGHT DM	95	0.173
YAMADA R	95	0.173
YECHE C	95	0.173
YUMICEVA FX	95	0.173
YUSHKOV AN	95	0.173
BACK JJ	94	0.171
BALDINI-FERROLI R	94	0.171
BHIMJI W	94	0.171
BIANCHI F	94	0.171
BIERY K	94	0.171
BUTTON-SHAFER J	94	0.171
CHERTOK M	94	0.171
DUBOIS-FELSMANN GP	94	0.171
FERRAROTTO F	94	0.171
FERRONI F	94	0.171
FORTI F	94	0.171
HOENEISEN B	94	0.171
HOU WS	94	0.171
KEAFFABER TA	94	0.171
KELLY M	94	0.171
KLIMA B	94	0.171
LACKER HM	94	0.171
LAFFERTY GD	94	0.171
LINNEMANN J	94	0.171
LIU T	94	0.171
LUITZ S	94	0.171
MARGONI M	94	0.171
MAZZANTI P	94	0.171
MCMAHON TR	94	0.171
ONUCHIN AP	94	0.171
PARASHAR N	94	0.171
PULLIAM T	94	0.171
RICCIARDI S	94	0.171
SALVATORE F	94	0.171
SAMUEL A	94	0.171
SEKULA SJ	94	0.171
SKARHA J	94	0.171
SKOVPEN YI	94	0.171
SNYDER S	94	0.171
TISSERAND V	94	0.171
WANG G	94	0.171
WILSON MG	94	0.171
BLESSING S	93	0.169
CERRI A	93	0.169
ELMER P	93	0.169
FARBIN A	93	0.169
GREENLEE H	93	0.169
LIU F	93	0.169
PROTOPOPESCU S	93	0.169
QIAN J	93	0.169
RUBINOV P	93	0.169
TECCHIO M	93	0.169
WAYNE M	93	0.169
BERTRAM I	92	0.167
BEZZUBOV VA	92	0.167
CHANG PS	92	0.167
CHANG PT	92	0.167
CHOI Y	92	0.167
DE LA VAISSIERE C	92	0.167
DELL'ORSO M	92	0.167
DORIGO A	92	0.167
EICHENBAUM AM	92	0.167
EROSHIN OV	92	0.167
EVDOKIMOV VN	92	0.167
FERGUSON T	92	0.167
GALLAS E	92	0.167
