Authors	records	% of 11621
CAO CB	10	0.086
CAO K	10	0.086
CHANG JK	10	0.086
CHEN HJ	10	0.086
CHEN HR	10	0.086
CHEN HW	10	0.086
CHEN LC	10	0.086
CHEN QW	10	0.086
CHEN R	10	0.086
CHEN SG	10	0.086
CHEN SM	10	0.086
CHEN SQ	10	0.086
CHEN WH	10	0.086
CHEN XL	10	0.086
CHEN YW	10	0.086
CHENG XL	10	0.086
CHO S	10	0.086
DAI SY	10	0.086
DENG C	10	0.086
DING F	10	0.086
DU F	10	0.086
DU Y	10	0.086
DU ZL	10	0.086
FENG JJ	10	0.086
FENG XM	10	0.086
FENG Y	10	0.086
GAN YP	10	0.086
GAO S	10	0.086
GU QF	10	0.086
GUO JX	10	0.086
GUO LJ	10	0.086
HAN C	10	0.086
HAN HW	10	0.086
HE BL	10	0.086
HEO JH	10	0.086
HU C	10	0.086
HUANG JL	10	0.086
HUANG ZH	10	0.086
HWANG BJ	10	0.086
JIA DZ	10	0.086
JIANG B	10	0.086
JIANG HL	10	0.086
JIANG M	10	0.086
JIAO SQ	10	0.086
JU YW	10	0.086
KANG Y	10	0.086
KIM JW	10	0.086
KIM MS	10	0.086
KREBS FC	10	0.086
KUMAR R	10	0.086
KUWAHARA Y	10	0.086
LEE CP	10	0.086
LEE MH	10	0.086
LEE SW	10	0.086
LEE Y	10	0.086
LI CT	10	0.086
LI CX	10	0.086
LI HP	10	0.086
LI JQ	10	0.086
LI JW	10	0.086
LI LH	10	0.086
LI MY	10	0.086
LI QY	10	0.086
LI SM	10	0.086
LI WW	10	0.086
LI XB	10	0.086
LI YB	10	0.086
LI ZJ	10	0.086
LIANG C	10	0.086
LIU CC	10	0.086
LIU K	10	0.086
LIU QL	10	0.086
LIU SQ	10	0.086
LIU XM	10	0.086
LIU ZQ	10	0.086
LU SY	10	0.086
LU W	10	0.086
LU YL	10	0.086
LU ZH	10	0.086
MA XL	10	0.086
MADHAVI S	10	0.086
MITLIN D	10	0.086
MOKAYA R	10	0.086
PARK CJ	10	0.086
PARK NG	10	0.086
PASSERINI S	10	0.086
PENG J	10	0.086
PENG Z	10	0.086
PUMERA M	10	0.086
QIAN JF	10	0.086
QIN Y	10	0.086
SHAO L	10	0.086
SHEN Q	10	0.086
SHEN ZX	10	0.086
SHI JJ	10	0.086
SONG H	10	0.086
SONG JH	10	0.086
SUN LB	10	0.086
SUN X	10	0.086
SUN YB	10	0.086
SUN YF	10	0.086
SUN YH	10	0.086
TAN YB	10	0.086
TANG H	10	0.086
TARASCON JM	10	0.086
TIAN H	10	0.086
UCHAKER E	10	0.086
WAN XJ	10	0.086
WANG AJ	10	0.086
WANG BY	10	0.086
WANG DD	10	0.086
WANG DW	10	0.086
WANG GS	10	0.086
WANG GZ	10	0.086
WANG HB	10	0.086
WANG HM	10	0.086
WANG JS	10	0.086
WANG JT	10	0.086
WANG JW	10	0.086
WANG LW	10	0.086
WANG MY	10	0.086
WANG RH	10	0.086
WANG XG	10	0.086
WANG XP	10	0.086
WANG YB	10	0.086
WEI L	10	0.086
WEI QL	10	0.086
WEI SY	10	0.086
WU HP	10	0.086
WU QS	10	0.086
XIA W	10	0.086
XIAO F	10	0.086
XIE D	10	0.086
XU CY	10	0.086
YAGI S	10	0.086
YAN YF	10	0.086
YANG D	10	0.086
YANG JP	10	0.086
YANG K	10	0.086
YANG XY	10	0.086
YANG YY	10	0.086
YU F	10	0.086
YUAN DQ	10	0.086
ZHANG BW	10	0.086
